term_in_the_lower_part_of,term_frame\_LOCATION,->,,"defs-en-1.tsv endokarst  is defined as  karst developing in the lower part of the karstosphere, where the internal (telluric) energy is dominant and the rock mass is under lithostatic pressure which exceeds its tensile strength."
term_uppermost_zone_of,term_frame\_LOCATION,->,,"defs-en-1.tsv the epikarst  is defined as  the uppermost zone of exposed karst rock, in which permeability due to fissuring and karstification is higher and more uniformly distributed than in the rock mass below."
term_near_the,term_frame\_LOCATION,->,,defs-en-1.tsv the highly corroded zone near the surface is termed the epikarst or subcutaneous zone.
term_at_one_time_of_the_year,term_frame\_TIME,->,,defs-en-1.tsv the  term  estavelle was first used in the jura but is now used fairly widely for a hole which is at one time of the year a swallow hole and at another time a spring.
term_show,term_frame\_FORM,->,,"defs-en-10.tsv stalagmites are convex deposits that grow upward, commonly fed by an overhanging stalactite, and show flat, rounded, or slightly hollow tops, but not a central canal."
term_in_scale,term_frame\_SIZE,->,,"defs-en-10.tsv stalactites are centimeter to meter in scale, hanging from the ceiling and growing toward the cave floor."
term_hanging_from,term_frame\_LOCATION,->,,"defs-en-8.tsv pendants are positive forms hanging from passage ceilings, typically b10 — 100 cm in dimension."
term_coat_the,term_frame\_LOCATION,->,,"defs-en-10.tsv stalagmitic flowstones are a particular type of stalagmite formed by a thin flowing film of water itself fed by groups of dripping stalactites, and coat the cave floor and walls."
term_generated_by,term_frame\_CAUSE,->,,"defs-en-10.tsv soda straws are speleothems generated by axial feeding, and characterized by a central canal with constant diameter and by a wall structure that is controlled by geometric selection during growth on the meniscus of a drip."
term_characterized_by,term_frame\_FORM,->,,"defs-en-10.tsv soda straws are speleothems generated by axial feeding, and characterized by a central canal with constant diameter and by a wall structure that is controlled by geometric selection during growth on the meniscus of a drip."
term_fed_by,term_frame\_CAUSE,->,,"defs-en-10.tsv stalagmites are convex deposits that grow upward, commonly fed by an overhanging stalactite, and show flat, rounded, or slightly hollow tops, but not a central canal."
term_the_point_at_which,term_frame\_LOCATION,->,,"defs-en-10.tsv also known as ponors, swallow holes are the point at which a sinking stream heads underground."
term_at,term_frame\_LOCATION,->,,defs-en-11.tsv exokarst refers to the suit of karst features developed at the surface.
term_extending,term_frame\_LOCATION,->,,"defs-en-11.tsv holokarst is pure karst uninfluenced by other rocks, and is developed on thick limestones extending well below baselevel."
term_range,term_frame\_SIZE,->,,defs-en-11.tsv ideal cave pearls are spheres that range ~0.2 to 10 – 15 mm in diameter.
term_in,term_frame\_LOCATION,->,,"defs-en-8.tsv the term flute has been used for the elongate, nearly parallel crested forms seen in some cave passages."
term_in,term_frame\_MEDIUM,->,,defs-en-5.tsv a typical aeolian cave is a bowl-shaped chamber carved in solid rock.
term_in,term_frame\_POSITION,->,,"defs-en-18.tsv the word “uvala” is a common toponym in the dinaric karst, always denoting a large depression."
term_in,term_frame\_ATTRIBUTE,->,,defs-en-18.tsv the dissolution of rock is the decisive process in the formation of karst.
term_whereby,term_frame\_RESULT,->,,defs-en-11.tsv suffosion is the process whereby fines are evacuated through underlying pipes in the karstified bedrock by a combination of physical downwashing and chemical solution.
term_within_a_sequence_of,term_frame\_MEDIUM,->,,"defs-en-11.tsv intrastratal karstification refers to the preferential dissolution of a particular bed or other unit within a sequence of soluble rocks, e.g. a gypsum bed in a dolomite formation."
term_developed_beneath,term_frame\_MEDIUM,->,,"defs-en-11.tsv cryptokarst refers to karst forms developed beneath a blanket of permeable sediments such as soil, till, periglacial deposits and residual clays."
term_produced_by_processes,term_frame\_CAUSE,->,,defs-en-11.tsv karst-like landforms produced by processes other than dissolution or corrosion-induced subsidence and collapse are known as pseudokarst.
term_resulting_from,term_frame\_CAUSE,->,,"defs-en-5.tsv a particular type of collapse doline is the cenotes, open depressions in the coastal karst belts giving access to the water table and resulting from the collapse of the roof of submerged cavities."
term_developed_on,term_frame\_MEDIUM,->,,"defs-en-3.tsv karst is the term used to describe a special style of landscape containing caves and extensive underground water systems that is developed on especially soluble rocks such as limestone, marble, and gypsum."
term_is_often,term_frame\_FORM,->,,"defs-en-11.tsv in contrast, travertine is crystalline, dense calcite that is often well layered, quite lustrous and lacks framing plant content."
term_found_near,term_frame\_LOCATION,->,,defs-en-11.tsv tufa refers to softer porous material found near cave entrances where rapid deposition is encouraged by evaporation.
term_in_diameter,term_frame\_SIZE,->,,"defs-en-9.tsv straw stalactites are hollow tubes, about 5 mm in diameter, and are often very coarsely crystalline with the straw axis corresponding to the c-axis direction of the calcite crystals."
term_occurs_as,term_frame\_MEDIUM,->,,defs-en-11.tsv opal (cristobalite) is a very fine-grained silica that occurs as thin interlayers in some calcite and gypsum speleothems.
term_occurs_as,term_frame\_FORM,->,,"defs-en-8.tsv aragonite is the metastable, orthorhombic polymorph of calcite and occurs as short to long prismatic (along c), acicular or tabular (chisel-shaped) crystals, often twinned."
term_it_traps,term_frame\_FUNCTION,->,,"defs-en-11.tsv the static cave is a simple deep hole with no air drainage out of the bottom ; thus it traps cold, dense air and excludes warmer air."
term_created_during,term_frame\_TIME,->,,defs-en-11.tsv sedimentologists define primary porosity as that created during deposition of the rock (i.e. created first) and secondary porosity as that produced during diagenesis.
term_by_a,term_frame\_CAUSE,->,,defs-en-11.tsv suffosion is the process whereby fines are evacuated through underlying pipes in the karstified bedrock by a combination of physical downwashing and chemical solution.
term_of,term_frame\_COMPOSITION,->,,"defs-en-4.tsv sanidine is a typical rock-forming mineral of k-rich alkaline volcanic rocks and a principal rock-forming mineral of kožuf 6.5-1.8 ma old volcanic rocks (boev & jelenković, 2012)."
term_of,term_frame\_LOCATION,->,,"defs-en-17.tsv valleys are a feature of most karst regions, the exceptions ‘ being areas of polygonal karst where the whole surface is pitted by dolines, although even here there may be vestiges of former valley networks."
term_of,term_frame\_FORM,->,,"defs-en-18.tsv uvalas are large, km-scale closed karst depressions of elongated or irregular plan form."
term_of,term_frame\_SIZE,->,,"defs-en-5.tsv jamas are shafts of greater dimensions, sinking deep into the carbonate massive."
term_preserving,term_frame\_FUNCTION,->,,"defs-en-12.tsv caves are natural museums, preserving important archaeological evidence as well as sediments and deposits that provide clues to past environments."
term_exhibit,term_*,->,,"defs-en-12.tsv blue holes are water-filled vertical openings in the carbonate rock of the islands, which exhibit complex morphologies, ecologies, and water chemistries."
term_exhibit,term_frame\_ATTRIBUTE,->,,"defs-en-16.tsv springs in autogenic aquifers, which receive the bulk of their recharge from a karst surface, are known as exsurgences, and exhibit less variability in discharge and composition."
term_contain,term_frame\_CONTAINS,->,,"defs-en-6.tsv blue holes are defined as subsurface voids that are developed in carbonate banks and islands; are open to the earth’s surface; contain tidally-influenced waters of fresh, marine, or mixed chemistry; extend below sea level for a majority of their depth; and may provide access to submerged cave passages."
term_describing,term_frame\_DEFINED\_AS,->,,"defs-en-12.tsv diagenesis is a term describing processes of compaction and/or cementation of the initially unconsolidated carbonate mud and debris (moore, 2001)."
term_created_by,term_frame\_CAUSE,->,,"defs-en-3.tsv karst is a landscape created by the dissolution of carbonate rocks, although similar features can also be found in volcanic and permafrost areas."
term_result_of,term_frame\_CAUSE,->,,"defs-en-12.tsv blue holes are the composite result of carbonate deposition and dissolution cycles, which have been controlled by glacial sea-level fluctuations."
term_developed_in,term_frame\_LOCATION,->,,"defs-en-6.tsv blue holes are defined as subsurface voids that are developed in carbonate banks and islands; are open to the earth’s surface; contain tidally-influenced waters of fresh, marine, or mixed chemistry; extend below sea level for a majority of their depth; and may provide access to submerged cave passages."
term_open_to,term_frame\_FORM,->,,"defs-en-12.tsv the term “blue hole” has been used in a variety of ways, but they are best defined as: “subsurface voids that are developed in carbonate banks and islands; are open to the earth’s surface; contain tidally influenced waters of fresh, marine, or mixed chemistry; extend below sea-level for a majority of their depth; and may provide access to submerged cave passages."
term_extend_below,term_frame\_LOCATION,->,,"defs-en-12.tsv the term “blue hole” has been used in a variety of ways, but they are best defined as: “subsurface voids that are developed in carbonate banks and islands; are open to the earth’s surface; contain tidally influenced waters of fresh, marine, or mixed chemistry; extend below sea-level for a majority of their depth; and may provide access to submerged cave passages."
term_may_provide,term_frame\_FUNCTION,->,,"defs-en-12.tsv the term “blue hole” has been used in a variety of ways, but they are best defined as: “subsurface voids that are developed in carbonate banks and islands; are open to the earth’s surface; contain tidally influenced waters of fresh, marine, or mixed chemistry; extend below sea-level for a majority of their depth; and may provide access to submerged cave passages."
term_product_of,term_frame\_CAUSE,->,,"defs-en-4.tsv smectite (montmorillonite) is a layered clay mineral, product of intensive acidic weathering of volcaniclastic material."
term_deep,term_frame\_SIZE,->,,"defs-en-5.tsv a tiankeng is a collapse doline at least 100 m long, wide and deep, and with perimeter walls that are close to vertical (zhu and waltham, 2006)."
term_developing,term_frame\_CAUSE,->,,"defs-en-13.tsv glacier pseudokarst also develops in debris where buried ice melts in situ, developing closed depressions, in isolation known as “kettle holes”, or assembled into extensive debris pseudokarst hillocks termed “hummocky moraine”."
term_reflect,term_frame\_CAUSE,->,,"defs-en-13.tsv the springs in allogenic karst aquifers are known as resurgences, and are often characterized by substantial variation in water quality since they reflect the changing water quality of the sinking streams."
term_composed_of,term_frame\_COMPOSITION,->,,"defs-en-18.tsv stone forest refers to a particular karst landscape, composed of a group of densely distributed limestone columns standing on an undulating karst plateau."
term_develops_where,term_frame\_CAUSE,->,,"defs-en-13.tsv fenglin is an extreme form of karst that only develops where dissolution rates, tectonic uplift, and alluviation maintain a critical balance (zhang, 1980)."
term_develops_where,term_frame\_MEDIUM,->,,"defs-en-7.tsv denuded karst is former intrastratal karst that develops where the soluble rock has been almost completely exposed from beneath the cover, but with substantial inheritance of solution porosity from the preceding stages of intrastratal development."
term_filled_with,term_frame\_CONTAINS,->,,"defs-en-13.tsv vertical shafts are common underground, and are often exposed at the surface, truncated by glaciation and filled with shattered rock and sediment."
term_can_be_found_in,term_frame\_LOCATION,->,,"defs-en-13.tsv fovals are brown-greyish formations that can be found in different positions in the caves, on the floor, or on the rocky walls."
term_develops_in,term_frame\_MEDIUM,->,,"defs-en-15.tsv the caves are the world’s largest known examples of “flank-margin caves”, a type of cave that develops in carbonate coastlines as a result of sea-water and freshwater mixing inside the coastline."
term_often_characterized_by,term_frame\_ATTRIBUTE,->,,"defs-en-13.tsv the springs in allogenic karst aquifers are known as resurgences, and are often characterized by substantial variation in water quality since they reflect the changing water quality of the sinking streams."
term_karst-related,term_frame\_CAUSE,->,,defs-en-14.tsv a paleocave hydrocarbon reservoir is a reservoir where the pore network consists of karst-related cavernous porosity and/or of cave-collapse-related interclast and fracture porosity.
term_with,term_frame\_FORM,->,,"defs-en-6.tsv karst poljes are large karst depressions with flat bottoms, which are the result of solutional processes and karst water drainage."
term_with,term_frame\_CONTAINS,->,,defs-en-14.tsv karst is terrain with distinctive hydrology and landforms arising from the combination of high rock solubility and well-developed solution channel (secondary) porosity underground.
term_with,term_frame\_FUNCTION,->,,"defs-en-17.tsv sinkholes or dolines are closed land surface depressions with internal drainage typically formed in karst environments (ford and williams, 2007)."
term_high,term_frame\_SIZE,->,,"defs-en-14.tsv the arêtes are naked, reticulated, saw-topped ridges with spires, with practically vertical side slopes c. 120 m high."
term_appearance,term_frame\_FORM,->,,defs-en-14.tsv microrills are the smallest karren form showing a distinctive rilling appearance.
term_develops,term_frame\_LOCATION,->,,"defs-en-14.tsv the term “cutters” is commonly used in north america as a synonym for grike, although it is best applied to a variety of grike that develops beneath soil cover."
term_intended_particularly_for_use,term_frame\_FUNCTION,->,,"defs-en-14.tsv an important methodology is the epik system, developed in switzerland and intended particularly for use in the karst of the jura mountains (doerfliger et al."
term_portion_of,term_frame\_LOCATION,->,,"defs-en-14.tsv the phreatic zone is the deep portion of an aquifer that does not experience exchange with stream water, in contrast to the hyporheic zone."
term_does_not_experience,term_frame\_FUNCTION,->,,"defs-en-14.tsv the phreatic zone is the deep portion of an aquifer that does not experience exchange with stream water, in contrast to the hyporheic zone."
term_showing_a,term_frame\_FORM,->,,defs-en-14.tsv microrills are the smallest karren form showing a distinctive rilling appearance.
term_in_plan,term_frame\_FORM,->,,"defs-en-14.tsv rainpits are small cup-like hollows, sub-circular in plan and nearly parabolic in cross section, whose diameter ranges from 0.5 – 5 cm and rarely exceed 2 cm in depth; they appear clustered in groups, or even packed by coalescence."
term_in_cross_section,term_frame\_FORM,->,,"defs-en-14.tsv rainpits are small cup-like hollows, sub-circular in plan and nearly parabolic in cross section, whose diameter ranges from 0.5 – 5 cm and rarely exceed 2 cm in depth; they appear clustered in groups, or even packed by coalescence."
term_diameter_ranges_from,term_frame\_SIZE,->,,"defs-en-14.tsv rainpits are small cup-like hollows, sub-circular in plan and nearly parabolic in cross section, whose diameter ranges from 0.5 – 5 cm and rarely exceed 2 cm in depth; they appear clustered in groups, or even packed by coalescence."
term_rarely_exceed,term_frame\_SIZE,->,,"defs-en-14.tsv rainpits are small cup-like hollows, sub-circular in plan and nearly parabolic in cross section, whose diameter ranges from 0.5 – 5 cm and rarely exceed 2 cm in depth; they appear clustered in groups, or even packed by coalescence."
term_not_directly_related_to,term_frame\_CAUSE,->,,"defs-en-14.tsv decantation runnels are rills, which reduce in width and depth downslope because the solvent supply is not directly related to rainfall, but corresponds to overspilling stores of water, such as moss clumps, small snow banks, or soil remnants."
term_arising_from,term_frame\_CAUSE,->,,defs-en-14.tsv karst is terrain with distinctive hydrology and landforms arising from the combination of high rock solubility and well-developed solution channel (secondary) porosity underground.
term_known_to_form,term_frame\_RESULT,->,,"defs-en-14.tsv halite is known to form seeping water speleothems such as crusts, hair, cotton, and flowers, and dripping water speleothems such as stalactites and stalagmites."
term_occur_in,term_frame\_POSITION,->,,"defs-en-14.tsv a spectacular form of gypsum is “chandelier” stalactites, such as those that occur in lechuguilla cave, new mexico."
term_inside,term_frame\_LOCATION,->,,defs-en-6.tsv a tecto-karstic hollow is a closed basin that developed inside a tectonic depression that also evolved through karst processes.
term_from,term_frame\_TIME,->,,"defs-en-15.tsv paleokarst is a worldwide phenomenon that is found on all continents, including antarctica, and in the geological record from the early proterozoic to the holocene."
term_from,term_frame\_SIZE,->,,"defs-en-6.tsv the flank margin caves are a series of oval rooms from pore size up to large chambers, which tend to be extensive in the horizontal direction, but limited in the vertical direction, a result of developing in the thinning margin of the freshwater lens (fig."
term_to,term_frame\_TIME,->,,"defs-en-15.tsv paleokarst is a worldwide phenomenon that is found on all continents, including antarctica, and in the geological record from the early proterozoic to the holocene."
term_provides,term_frame\_FUNCTION,->,,"defs-en-15.tsv palynology is an integral part of many archaeological investigations in caves, since it provides a picture of the flora close to the cave and thus enables environmental and climatic reconstruction."
term_enables,term_frame\_FUNCTION,->,,"defs-en-15.tsv palynology is an integral part of many archaeological investigations in caves, since it provides a picture of the flora close to the cave and thus enables environmental and climatic reconstruction."
term_as_a_result_of,term_frame\_CAUSE,->,,defs-en-7.tsv calcretes are carbonate deposits forming from groundwater near the water table in arid lands as a result of concentration processes by near-surface evaporation.
term_measurement_and_analysis_of,term_frame\_MEASURES,->,,defs-en-15.tsv morphometry is the measurement and analysis of form (shape).
term_is_found_on,term_frame\_LOCATION,->,,"defs-en-15.tsv paleokarst is a worldwide phenomenon that is found on all continents, including antarctica, and in the geological record from the early proterozoic to the holocene."
term_study_of,term_frame\_STUDIES,->,,"defs-en-15.tsv palynology, the study of microscopic organic matter known as palynomorphs (traverse, 1988), offers enormous potential in karst research since it can provide important evidence about ancient environments."
term_can_provide,term_frame\_FUNCTION,->,,"defs-en-15.tsv palynology, the study of microscopic organic matter known as palynomorphs (traverse, 1988), offers enormous potential in karst research since it can provide important evidence about ancient environments."
term_produced_by,term_frame\_CAUSE,->,,"defs-en-15.tsv pseudokarstic caves are natural underground spaces, large enough to enter and investigate, extending beyond daylight, and produced by some process other than dissolution."
term_depends_on,term_frame\_CAUSE,->,,"defs-en-15.tsv emanation is the net radon production rate in the rock walls of a cave, or in unconsolidated sediment within the cave, and ultimately depends on the concentration of uranium (which then decays to radium) in the material."
term_found,term_frame\_LOCATION,->,,"defs-en-16.tsv littoral caves, more commonly known as sea caves, are found throughout the world, actively forming along present coastlines and as relict sea caves on former coastlines."
term_under,term_frame\_LOCATION,->,,"defs-en-16.tsv the term “margin” refers to the position of the cave at the margin of the lens, and the term “flank” refers to the cave’ s position under the flank of the high ground that forms the island."
term_produce,term_frame\_FUNCTION,->,,"defs-en-16.tsv fungi are important decomposers in caves and produce a variety of extracellular enzymes (lipases, proteinases, and chitinases) that degrade organic detritus."
term_composed,term_frame\_COMPOSITION,->,,"defs-en-16.tsv glaciokarstic varves are silty, laminated sediments composed largely of calcite flakes."
term_containing,term_frame\_CONTAINS,->,,"defs-en-3.tsv karst is the term used to describe a special style of landscape containing caves and extensive underground water systems that is developed on especially soluble rocks such as limestone, marble, and gypsum."
term_derived_by,term_frame\_CAUSE,->,,defs-en-16.tsv whiting is a specific category of fine-grained filler derived by fine grinding such that > 95% is < 44 µm.
term_forming_along,term_frame\_LOCATION,->,,"defs-en-16.tsv littoral caves, more commonly known as sea caves, are found throughout the world, actively forming along present coastlines and as relict sea caves on former coastlines."
term_in_volume,term_frame\_SIZE,->,,"defs-en-16.tsv slabs are fragments of a single bed, generally a few cubic metres in volume."
term_originated_by,term_frame\_CAUSE,->,,defs-en-16.tsv moonmilk is a precipitate that seems to be originated by microbiological reactions.
term_connected_to,term_frame\_FORM,->,,defs-en-16.tsv open anchialine pools are coastal pools connected to the sea by cave corridors.
term_the_study_of,term_frame\_STUDIES,->,,defs-en-16.tsv vulcanospeleology is the study of caves in volcanic rocks — primarily lava tube caves and open vertical volcanic conduits.
term_rising_from,term_frame\_LOCATION,->,,defs-en-16.tsv the fengcong is defined as groups of rocky hills or peaks rising from shared limestone foot-slopes.
term_beneath,term_frame\_LOCATION,->,,defs-en-17.tsv paleokarst is karst terrain that has been buried beneath younger sediments.
term_designed,term_frame\_FUNCTION,->,,defs-en-17.tsv basins designed and maintained to filter sediments and pollutants are known as sedimentation and filtration basins.
term_are_isolated_from,term_frame\_FORM,->,,"defs-en-17.tsv the fenglin is defined as limestone towers or peaks that are isolated from each other by flat limestone surfaces, which are generally covered by a thin layer of loose sediment."
term_to_find_out_where,term_frame\_FUNCTION,->,,"defs-en-17.tsv radiolocation is a technique to fix an underground point to the corresponding point on the surface, usually to find out where the extremities of a cave lie and reduce cumulative errors in the survey."
term_to_control,term_frame\_FUNCTION,->,,defs-en-17.tsv an artificial underground reservoir is a portion of an aquifer that has been improved to control the discharge regime of artificially stored water.
term_close_to,term_*,->,,"defs-en-17.tsv pocket valleys (or steepheads) are the reverse of blind valleys, since they occur in association with large springs close to the margins of karst areas."
term_formed_in,term_frame\_LOCATION,->,,"defs-en-17.tsv sinkholes or dolines are closed land surface depressions with internal drainage typically formed in karst environments (ford and williams, 2007)."
term_formed_due_to,term_frame\_CAUSE,->,,"defs-en-17.tsv in most references, uvalas are defined as karst depressions which are formed due to coalescence of several dolines."
term_made_up_of,term_frame\_COMPOSITION,->,,defs-en-17.tsv uvalas are hollows with undulating floors made up of more than one doline.
term_maintained_to,term_frame\_FUNCTION,->,,defs-en-17.tsv basins designed and maintained to filter sediments and pollutants are known as sedimentation and filtration basins.
term_on,term_frame\_LOCATION,->,,"defs-en-5.tsv biofilms on subaerial cave-wall surfaces, referred to as microbial draperies, cave-wall biofilms, or snottites, have been described from the several active sulfidic caves."
term_until,term_frame\_RESULT,->,,defs-en-18.tsv the cave roof collapse is a slow process that proceeds by the breaking of the walls and ceiling until equilibrium is established on the slopes of the doline.
term_comprised_predominantly_of,term_frame\_COMPOSITION,->,,"defs-en-18.tsv the jelar breccia is a massive, thick-bedded carbonate rock, comprised predominantly of angular, poorly sorted debris."
term_formed_on_a,term_frame\_LOCATION,->,,defs-en-18.tsv shilin is a type of pinnacle karst formed on a plateau of gently dipping limestone (knez & slabe 2002).
term_standing_on,term_frame\_LOCATION,->,,"defs-en-18.tsv stone forest refers to a particular karst landscape, composed of a group of densely distributed limestone columns standing on an undulating karst plateau."
term_encrust,term_frame\_LOCATION,->,,"defs-en-2.tsv flowstone is a general  term  referring to a deposit formed from thin films or trickles of water, the minerals are usually calcium carbonate and encrust floors or walls."
term_indicates,term_frame\_CAUSE,->,,defs-en-2.tsv the  term  karst describes a distinctive topography that indicates dissolution (also called chemical solution) of underlying soluble rocks by surface water or ground water.
term_upper_part_of_the,term_frame\_LOCATION,->,,defs-en-2.tsv the exokarstic  storey represents  the upper part of the karstosphere between the topographic surface and a depth of 0.5 to 7.0 km.
term_between_the,term_frame\_LOCATION,->,,defs-en-2.tsv the exokarstic  storey represents  the upper part of the karstosphere between the topographic surface and a depth of 0.5 to 7.0 km.
term_in_the,term_frame\_LOCATION,->,,defs-en-6.tsv poljes are the largest closed depressions observed in the karst terrains.
term_along_which,term_frame\_LOCATION,->,,"defs-en-2.tsv in structural geology, faults  are defined as  fractures in the rocks of the earth's crust along which movement has occurred or still occurs (davis & reynolds 1996)."
term_based_on,term_frame\_MEASURES,->,,defs-en-2.tsv fission-track  method is a radiogenic method  of age estimation based on accumulation of damage trails left by nuclei that are expelled during fission decays of 238u.
term_formed_from,term_frame\_CAUSE,->,,"defs-en-2.tsv flowstone is a general  term  referring to a deposit formed from thin films or trickles of water, the minerals are usually calcium carbonate and encrust floors or walls."
term_are_usually,term_frame\_COMPOSITION,->,,"defs-en-2.tsv flowstone is a general  term  referring to a deposit formed from thin films or trickles of water, the minerals are usually calcium carbonate and encrust floors or walls."
term_visible_surface_expression_of,term_frame\_FORM,->,,"defs-en-2.tsv kluftkarren or grikes are merely the visible surface expression of the fissures of a karstifiable rock; as such, they are a significant component of the epikarst, or the outer skin of the whole karst system."
term_are_a_significant_component_of_the,term_frame\_LOCATION,->,,"defs-en-2.tsv kluftkarren or grikes are merely the visible surface expression of the fissures of a karstifiable rock; as such, they are a significant component of the epikarst, or the outer skin of the whole karst system."
term_driven_by,term_frame\_CAUSE,->,,"defs-en-2.tsv hypogene karst  is defined as  the formation of caves by water that recharges the soluble formation from below, driven by hydrostatic pressure or other sources of energy, independent of the recharge from the overlying or immediately adjacent surface (ford, 2000)."
term_independent_of,term_frame\_CAUSE,->,,"defs-en-2.tsv hypogene karst  is defined as  the formation of caves by water that recharges the soluble formation from below, driven by hydrostatic pressure or other sources of energy, independent of the recharge from the overlying or immediately adjacent surface (ford, 2000)."
term_range_from,term_frame\_SIZE,->,,"defs-en-2.tsv karren range from 1 cm to 10 m in greatest dimension in most instances, although kluftkarren and some solution channels can be longer."
term_interaction_between,term_frame\_CAUSE,->,,"defs-en-2.tsv in the most general  terms , karst may be defined as a process of interaction between soluble rocks and different waters, as a result of which characteristic features develop on the earth's surface and underground."
term_as_a_result_of_which,term_frame\_RESULT,->,,"defs-en-2.tsv in the most general  terms , karst may be defined as a process of interaction between soluble rocks and different waters, as a result of which characteristic features develop on the earth's surface and underground."
term_at_or_near,term_frame\_LOCATION,->,,"defs-en-2.tsv karstification is the geologic process of differential chemical and mechanical erosion by water on soluble bodies of rock, such as limestone, dolomite, gypsum, or salt, at or near the earth’s surface."
term_develops_from,term_frame\_CAUSE,->,,"defs-en-2.tsv the  term karst applies to a distinctive type of landscape that develops from the dissolving action of water on soluble bedrock, primarily limestone and marble but also dolostone, gypsum and halite."
term_underlain_by,term_frame\_LOCATION,->,,"defs-en-2.tsv karst is the  term  applied to terrains underlain by soluble rock: mainly limestone, dolomite and gypsum."
term_characterised_by,term_frame\_CONTAINS,->,,"defs-en-2.tsv karst  is defined as a terrain, generally underlain by limestone or dolomite, in which the topography is chiefly formed by the dissolving of rock, and which may be characterised by sinkholes, sinking streams, closed depressions, subterranean drainage and caves (field 2002)."
term_exposing,term_frame\_FORM,->,,defs-en-3.tsv short steep-sided valleys caused by collapse of an underground cavern and exposing the river to the surface  are called  karst windows.
term_contributes,term_frame\_FUNCTION,->,,defs-en-3.tsv a losing  streamflow is a surface  stream that contributes water to the karst groundwater system in localized areas.
term_control,term_frame\_FUNCTION,->,,"defs-en-3.tsv joints that cross many beds  are called  master joints; they often extend to a depth of several tens of metres and control the orientation of master conduits (dreybrodt 1988, ford & williams 1989)."
term_operate_on,term_frame\_CAUSE,->,,"defs-en-3.tsv karst is a product of processes that operate on continental land masses, especially when the land masses are uplifted above sea level."
term_with_distinctive,term_frame\_COMPOSITION,->,,defs-en-3.tsv karst is terrain with distinctive hydrology and landforms arising from the combination of high rock solubility and well-developed solution channel (secondary) porosity underground.
term_arising_from_the,term_frame\_CAUSE,->,,defs-en-3.tsv karst is terrain with distinctive hydrology and landforms arising from the combination of high rock solubility and well-developed solution channel (secondary) porosity underground.
term_wider_than,term_frame\_SIZE,->,,"defs-en-3.tsv “karst conduit networks” are defined as the total length of the existing conduits within a karst massif, i.e. the length of conduits wider than about 1 cm in diameter (as defined by ford & williams 1989)."
term_shaped_by_the,term_frame\_CAUSE,->,,defs-en-3.tsv karst  topography is a landscape  shaped by the dissolution of soluble bedrock.
term_caused_by,term_frame\_CAUSE,->,,defs-en-3.tsv short steep-sided valleys caused by collapse of an underground cavern and exposing the river to the surface  are called  karst windows.
